comment,age_group,comment_length,word_count,processed_tokens,processed_text
omg this is so lit!!!,<18,21,5,"['omg', 'lit']",omg lit
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
home renovation project!!,25-34,25,3,"['home', 'renovation', 'project']",home renovation project
technology moves too fast,50+,25,4,"['technology', 'move', 'fast']",technology move fast
no cap this slaps,<18,17,4,"['cap', 'slap']",cap slap
this is fire,<18,12,3,['fire'],fire
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
big mood,<18,8,2,"['big', 'mood']",big mood
in my day,50+,9,3,['day'],day
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
apartment hunting is stressful!!!,18-24,33,4,"['apartment', 'hunting', 'stressful']",apartment hunting stressful
managing literally aging parents and grown kids,35-49,47,7,"['managing', 'literally', 'aging', 'parent', 'grown', 'kid']",managing literally aging parent grown kid
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
back in my day,50+,14,4,"['back', 'day']",back day
back in my day!,50+,15,4,"['back', 'day']",back day
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
dating apps are the worst,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
that's sus!!,<18,12,2,"['thats', 'sus']",thats sus
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
empty nest syndrome is real,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
big mood,<18,8,2,"['big', 'mood']",big mood
planning for retirement!!!,35-49,26,3,"['planning', 'retirement']",planning retirement
literally considering downsizing our home,35-49,41,5,"['literally', 'considering', 'downsizing', 'home']",literally considering downsizing home
GOLDEN YEARS INDEED!!,50+,21,3,"['golden', 'year', 'indeed']",golden year indeed
senior discount honestly is the best part,50+,41,7,"['senior', 'discount', 'honestly', 'best', 'part']",senior discount honestly best part
vibing with my besties,<18,22,4,"['vibing', 'besties']",vibing besties
thinking about changing careers,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
managing aging and grown kids,35-49,29,5,"['managing', 'aging', 'grown', 'kid']",managing aging grown kid
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
adulting is hard,18-24,16,3,"['adulting', 'hard']",adulting hard
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
thinking about changing careers!!,25-34,33,4,"['thinking', 'changing', 'career']",thinking changing career
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
this is fire,<18,12,3,['fire'],fire
blood pressure medication,35-49,25,3,"['blood', 'pressure', 'medication']",blood pressure medication
business trip next week!,25-34,24,4,"['business', 'trip', 'next', 'week']",business trip next week
my kids totally are driving me crazy,25-34,36,7,"['kid', 'totally', 'driving', 'crazy']",kid totally driving crazy
DOCTOR APPOINTMENTS EVERY WEEK,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
need to schedule a doctor appointment!!,25-34,39,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
looking forward to the weekend,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
yeet,<18,4,1,['yeet'],yeet
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
senior discount is the best part!!!,50+,35,6,"['senior', 'discount', 'best', 'part']",senior discount best part
thinking about changing careers,25-34,31,4,"['thinking', 'changing', 'career']",thinking changing career
my student loans are killing me!,18-24,32,6,"['student', 'loan', 'killing']",student loan killing
dating apps are the worst!,18-24,26,5,"['dating', 'apps', 'worst']",dating apps worst
HOME RENOVATION PROJECT!!,25-34,25,3,"['home', 'renovation', 'project']",home renovation project
work-life balance is important,25-34,30,4,"['worklife', 'balance', 'important']",worklife balance important
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
proud of my children's absolutely accomplishments,35-49,49,6,"['proud', 'childrens', 'absolutely', 'accomplishment']",proud childrens absolutely accomplishment
that's sus!!!,<18,13,2,"['thats', 'sus']",thats sus
omg this is so lit!,<18,19,5,"['omg', 'lit']",omg lit
slay queen,<18,10,2,"['slay', 'queen']",slay queen
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
side hustle paying off,18-24,22,4,"['side', 'hustle', 'paying']",side hustle paying
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
remember phones had cords,50+,25,4,"['remember', 'phone', 'cord']",remember phone cord
home renovation project!!!,25-34,26,3,"['home', 'renovation', 'project']",home renovation project
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
proud of my children's accomplishments!,35-49,39,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
looking forward to the weekend!!,25-34,32,5,"['looking', 'forward', 'weekend']",looking forward weekend
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
managing aging parents and kids,35-49,31,5,"['managing', 'aging', 'parent', 'kid']",managing aging parent kid
doctor appointments every week,50+,30,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
golden years indeed!!,50+,21,3,"['golden', 'year', 'indeed']",golden year indeed
parent-teacher conference today,25-34,31,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
EMPTY NEST SYNDROME IS REAL,35-49,27,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
slay queen,<18,10,2,"['slay', 'queen']",slay queen
managing aging parents and grown kids,35-49,37,6,"['managing', 'aging', 'parent', 'grown', 'kid']",managing aging parent grown kid
considering downsizing home,35-49,27,3,"['considering', 'downsizing', 'home']",considering downsizing home
investing for retirement,25-34,24,3,"['investing', 'retirement']",investing retirement
thinking about really changing careers,25-34,38,5,"['thinking', 'really', 'changing', 'career']",thinking really changing career
DATING APPS ARE THE WORST,18-24,25,5,"['dating', 'apps', 'worst']",dating apps worst
vibing with my besties!!,<18,24,4,"['vibing', 'besties']",vibing besties
vibing with my besties!!!,<18,25,4,"['vibing', 'besties']",vibing besties
networking event tonight!!,18-24,26,3,"['networking', 'event', 'tonight']",networking event tonight
this is fire,<18,12,3,['fire'],fire
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
HEALTH INSURANCE HONESTLY COSTS ARE RISING!!!,35-49,45,6,"['health', 'insurance', 'honestly', 'cost', 'rising']",health insurance honestly cost rising
back in my day,50+,14,4,"['back', 'day']",back day
lowkey obsessed this,<18,20,3,"['lowkey', 'obsessed']",lowkey obsessed
business trip next week,25-34,23,4,"['business', 'trip', 'next', 'week']",business trip next week
slay queen,<18,10,2,"['slay', 'queen']",slay queen
health insurance costs are rising,35-49,33,5,"['health', 'insurance', 'cost', 'rising']",health insurance cost rising
mortgage are insane!!,25-34,21,3,"['mortgage', 'insane']",mortgage insane
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
big mood,<18,8,2,"['big', 'mood']",big mood
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
kinda apartment hunting is stressful,18-24,36,5,"['kinda', 'apartment', 'hunting', 'stressful']",kinda apartment hunting stressful
bruh moment fr,<18,14,3,"['bruh', 'moment', 'fr']",bruh moment fr
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
need coffee to function,18-24,23,4,"['need', 'coffee', 'function']",need coffee function
omg this is so lit,<18,18,5,"['omg', 'lit']",omg lit
slay queen!,<18,11,2,"['slay', 'queen']",slay queen
empty nest syndrome is real!!,35-49,29,5,"['empty', 'nest', 'syndrome', 'real']",empty nest syndrome real
retirement is wonderful,50+,23,3,"['retirement', 'wonderful']",retirement wonderful
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
omg this so lit,<18,15,4,"['omg', 'lit']",omg lit
grandchildren this weekend!!!,35-49,29,3,"['grandchild', 'weekend']",grandchild weekend
bridge club meeting!,50+,20,3,"['bridge', 'club', 'meeting']",bridge club meeting
no cap this slaps!,<18,18,4,"['cap', 'slap']",cap slap
looking forward to the weekend,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
reunion with old friends,35-49,24,4,"['reunion', 'old', 'friend']",reunion old friend
arthritis acting up today,50+,25,4,"['arthritis', 'acting', 'today']",arthritis acting today
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
grandchildren visiting this weekend,35-49,35,4,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
need to schedule a doctor appointment,25-34,37,6,"['need', 'schedule', 'doctor', 'appointment']",need schedule doctor appointment
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
parent-teacher conference today!,25-34,32,3,"['parentteacher', 'conference', 'today']",parentteacher conference today
back in my day,50+,14,4,"['back', 'day']",back day
arthritis acting totally up today,50+,33,5,"['arthritis', 'acting', 'totally', 'today']",arthritis acting totally today
my daughter is graduating college,35-49,33,5,"['daughter', 'graduating', 'college']",daughter graduating college
nest syndrome is real!!!,35-49,24,4,"['nest', 'syndrome', 'real']",nest syndrome real
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
that's sus!,<18,11,2,"['thats', 'sus']",thats sus
home renovation project,25-34,23,3,"['home', 'renovation', 'project']",home renovation project
doctor appointments every week!!!,50+,33,4,"['doctor', 'appointment', 'every', 'week']",doctor appointment every week
just meal prepped for the week,18-24,30,6,"['meal', 'prepped', 'week']",meal prepped week
my student loans are killing me,18-24,31,6,"['student', 'loan', 'killing']",student loan killing
my kids are driving me crazy!,25-34,29,6,"['kid', 'driving', 'crazy']",kid driving crazy
looking forward to the weekend,25-34,30,5,"['looking', 'forward', 'weekend']",looking forward weekend
golden years indeed,50+,19,3,"['golden', 'year', 'indeed']",golden year indeed
my kids driving me crazy,25-34,24,5,"['kid', 'driving', 'crazy']",kid driving crazy
downsizing our home,35-49,19,3,"['downsizing', 'home']",downsizing home
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
working remote has pros and cons,18-24,32,6,"['working', 'remote', 'pro', 'con']",working remote pro con
proud of my children's accomplishments,35-49,38,5,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
my kids are driving me crazy,25-34,28,6,"['kid', 'driving', 'crazy']",kid driving crazy
thinking about changing,25-34,23,3,"['thinking', 'changing']",thinking changing
slay queen,<18,10,2,"['slay', 'queen']",slay queen
planning for retirement,35-49,23,3,"['planning', 'retirement']",planning retirement
lowkey obsessed with this,<18,25,4,"['lowkey', 'obsessed']",lowkey obsessed
grandchildren visiting weekend,35-49,30,3,"['grandchild', 'visiting', 'weekend']",grandchild visiting weekend
bridge club meeting,50+,19,3,"['bridge', 'club', 'meeting']",bridge club meeting
no cap this slaps!!,<18,19,4,"['cap', 'slap']",cap slap
proud of my children's very accomplishments!!!,35-49,46,6,"['proud', 'childrens', 'accomplishment']",proud childrens accomplishment
daughter is graduating college!!!,35-49,33,4,"['daughter', 'graduating', 'college']",daughter graduating college
side absolutely hustle paying off,18-24,33,5,"['side', 'absolutely', 'hustle', 'paying']",side absolutely hustle paying
investing for retirement!!!,25-34,27,3,"['investing', 'retirement']",investing retirement
senior discount is the best part,50+,32,6,"['senior', 'discount', 'best', 'part']",senior discount best part
